tissue	E2F7	ELF4	ELK4	EMX2	ESR1	GATA2	GATA6	GLIS3	HIC2	HNF4G	HOXA13	HOXC10	HOXC6	IKZF1	IRF1	MAFF	MEOX2	MNX1	MYT1L	NR2F2	PTTG1	RUNX1	SALL1	SHOX2	SNAI2	SOX10	STAT1	TCF21	TP63	TWIST1
Intestine	-0.102310966	0.115512581	-0.027282003	-0.008688703	-0.041052686	-0.016306898	0.194666506	0.282798324	0.186127264	0.605340028	0.052251624	-0.125460898	0.135648526	-0.024386769	0.054006709	-0.098854744	-0.043416059	0.246074018	-0.040484987	0.155176926	-0.029782706	-0.061399977	0.202084387	-0.055039125	-0.011792647	0.126811407	-0.097633867	0.189634657	-0.210533152	-0.064301584
Intestine	-0.013372325	0.315780906	0.425345718	0.601084222	0.647801395	0.569519093	0.340430302	0.514420205	0.236335065	-0.092632265	0.385169517	0.147411596	0.439186008	-0.063522883	0.052181181	0.293619559	-0.077135966	-0.115217154	-0.286419937	0.589522062	0.071341408	0.292141475	0.2507844	0.159159466	0.672494822	-0.216711181	0.040140171	0.335989874	0.183653387	0.423881569
Intestine	-0.124779886	0.097892369	0.349910937	0.241465439	0.314878876	0.395769316	0.275693036	0.449126283	-0.027191581	-0.058029664	0.311347422	0.014383671	0.232858453	-0.256947212	-0.129751745	0.566406968	0.371727945	-0.159933493	-0.391738906	0.593849918	-0.112554037	0.156670932	-0.006047103	0.305067114	0.299734854	-0.027301098	-0.056128996	0.180344536	-0.034159291	0.208046187
Intestine	-0.074864664	0.021367221	0.144571003	-0.121492159	-0.025853683	-0.046123188	-0.046353621	0.194045955	-0.059075502	-0.104840425	-0.075690613	0.014385241	0.13696837	-0.073568727	-0.028179736	0.241573987	0.182440087	-0.161434627	-0.158814419	0.053241776	-0.035003233	0.675934894	-0.049336735	0.195156819	0.242642781	0.179072677	-0.042143574	0.06524514	0.248869546	0.249541429
Pancreas	-0.020593487	0.289891878	0.288755457	-0.028941289	0.125908815	0.21644826	0.014409974	0.023768898	-0.049912894	0.544989914	0.294695229	-0.125480273	-0.035732467	0.018566331	0.161625219	0.180432596	-0.013332295	0.182448879	-0.269302399	0.02696276	-0.016125194	0.52572301	-0.097346255	-0.011833921	0.14870874	-0.018506267	-0.069560075	0.153178425	0.239207007	-0.003433371
Pancreas	-0.005035119	0.648349409	0.053770697	-0.127492746	-0.066408704	-0.001555337	0.028264323	-0.152011727	-0.082493029	0.150533275	-0.06658042	-0.121803065	-0.086019028	0.933918981	0.916134008	-0.088251236	-0.036160605	-0.000332747	-0.184910306	-0.005754095	-0.003644503	0.147547315	-0.150697423	-0.089087019	-0.083985695	-0.061561535	0.049981091	0.225877546	-0.08990288	-0.129728866
Pancreas	0.056863252	-0.14445102	0.189766263	0.181372547	0.238869401	0.265995043	0.001229387	0.244061396	0.284805943	-0.137988313	0.208554208	-0.050419995	0.09341972	-0.179946577	-0.224569711	0.168737658	0.209832685	-0.15295466	0.110934741	0.298304015	0.111749314	0.004989781	0.119347618	0.288628916	0.148200667	0.21252129	0.085737255	0.019756427	-0.344467634	0.152398354
Pancreas	-0.028416846	-0.059739559	-0.054388417	-0.085590461	-0.066124708	-0.043184883	0.046868695	0.107918073	-0.071007423	0.282457583	-0.058263377	-0.061282157	-0.069415525	-0.017847394	-0.02685798	-0.144937624	-0.078386575	0.85142101	-0.086537706	-0.110894768	-0.047512752	-0.082724461	-0.110369555	-0.081019338	-0.076696505	-0.081110771	-0.053373661	-0.048891996	-0.058707845	-0.08953342
Pancreas	0.015870795	-0.095876032	-0.057904237	-0.076866242	-0.058938206	-0.04333178	0.033423017	0.121775274	-0.067558	0.06568648	-0.054257621	-0.057273173	-0.08050781	-0.03874151	-0.065222073	-0.137032666	-0.071731303	0.817441004	-0.076306974	-0.104081081	-0.010994731	-0.088606885	-0.096768653	-0.067565691	-0.077512309	-0.07471644	-0.010583601	-0.071671994	-0.051432899	-0.080684292
Pancreas	-0.029740927	-0.115044267	-0.075661912	-0.069260791	-0.05392272	-0.034418706	0.03466752	0.132210221	-0.078591311	0.052696137	-0.050709131	-0.05198715	-0.073904271	-0.052364027	-0.076925593	-0.126197374	-0.064351681	0.793346005	-0.069213517	-0.095718532	-0.047676635	-0.084893144	-0.093036702	-0.065204474	-0.068707695	-0.067866429	-0.05111261	-0.067855897	-0.047556082	-0.073402922
Pancreas	-0.028416846	-0.059739559	-0.054388417	-0.085590461	-0.066124708	-0.043184883	0.046868695	0.107918073	-0.071007423	0.282457583	-0.058263377	-0.061282157	-0.069415525	-0.017847394	-0.02685798	-0.144937624	-0.078386575	0.85142101	-0.086537706	-0.110894768	-0.047512752	-0.082724461	-0.110369555	-0.081019338	-0.076696505	-0.081110771	-0.053373661	-0.048891996	-0.058707845	-0.08953342
Pancreas	-0.035606834	-0.10840048	-0.064643553	-0.069938248	-0.018221809	-0.099341312	-0.037235715	-0.067929264	-0.11065703	0.177829415	-0.059009148	-0.045811785	-0.067712433	-0.028963891	0.005691739	-0.141397895	-0.081470814	-0.005565891	-0.08498978	-0.094802776	-0.049298092	-0.082877015	0.242931498	-0.079415345	-0.083922846	-0.079480277	-0.038582215	-0.052044571	-0.055106924	-0.086104281
Pancreas	-0.029740927	-0.115044267	-0.075661912	-0.069260791	-0.05392272	-0.034418706	0.03466752	0.132210221	-0.078591311	0.052696137	-0.050709131	-0.05198715	-0.073904271	-0.052364027	-0.076925593	-0.126197374	-0.064351681	0.793346005	-0.069213517	-0.095718532	-0.047676635	-0.084893144	-0.093036702	-0.065204474	-0.068707695	-0.067866429	-0.05111261	-0.067855897	-0.047556082	-0.073402922
Pancreas	-0.094370338	-0.014988725	-0.259274984	-0.113750456	-0.185851052	-0.209384686	0.01403182	-0.304500339	0.068399237	0.646364751	-0.060937697	-0.164696058	-0.212684034	-0.0420436	-0.011669021	-0.329596678	-0.215205184	0.28341712	0.19142635	-0.231112295	-0.102172413	-0.169954175	-0.081060615	-0.236061286	-0.247657914	0.024829158	-0.138822904	-0.040051001	-0.158325953	-0.230784739
Pancreas	0.033348166	-0.131194256	-0.079200038	-0.067972132	-0.052320317	-0.033126087	0.036285062	0.13783638	0.174521744	0.074083869	-0.05951309	-0.06806763	-0.074871698	-0.066257168	-0.077849796	-0.16514807	-0.087814906	0.789954533	-0.071830647	-0.104572574	0.165179713	-0.111458317	-0.099342621	-0.033488012	-0.090309219	-0.085703982	-0.065609008	-0.072802521	-0.063473767	-0.083802133
Pancreas	-0.101274183	-0.309266301	-0.44570618	-0.044817617	-0.176288848	-0.239894562	-0.085465005	-0.12580339	0.054848424	0.064917378	-0.159063958	-0.167743448	-0.237627647	-0.134979555	-0.2241069	-0.349021061	-0.222713924	0.297217491	0.336643368	-0.253650842	-0.121449187	-0.246012453	0.013119899	-0.217380461	-0.282230219	0.0835692	-0.129730443	-0.189851767	-0.153452278	-0.22499191
Pancreas	-0.020683826	-0.122608438	-0.078814157	-0.073950434	-0.055676777	-0.039886711	0.032246352	0.130818825	-0.045782482	0.0544741	-0.054408869	-0.054726679	-0.076528986	-0.0554513	-0.078477455	-0.136021913	-0.068668542	0.79479854	-0.070449579	-0.101053592	-0.016844352	-0.090499764	-0.089668748	-0.060518872	-0.074534152	-0.071570043	-0.053721929	-0.07221776	-0.050428496	-0.076512277
Pancreas	-0.040266153	-0.078212358	-0.050985478	-0.105293415	-0.082251057	-0.035651857	-0.093426628	-0.056475543	0.012799072	-0.049898073	-0.082513359	-0.083747947	-0.105880183	-0.062391668	-0.042941648	-0.035221119	0.009619707	-0.045001917	-0.106654379	0.09235638	-0.034032097	-0.142794556	-0.138961263	-0.078384931	-0.073673636	-0.00736154	-0.041144306	0.14223504	-0.049727985	-0.006341432
Pancreas	0.001124897	0.214920139	0.043337329	-0.097940199	-0.088231267	-0.071331986	0.014449744	-0.070726765	0.104619362	0.804058667	0.029454245	-0.046181672	-0.045340076	0.06076755	0.177976541	-0.149223336	-0.12066589	0.423388147	-0.075654292	-0.110872536	0.022254153	-0.001442561	-0.044141463	-0.110140753	-0.098179748	-0.099638806	-0.0352771	0.100521641	-0.09161181	-0.096471286
Pancreas	-0.082611951	-0.346553759	-0.233628182	-0.099758552	-0.13330478	-0.230844907	-0.235574911	-0.223336583	0.182510596	-0.009031188	-0.131341504	-0.148773484	-0.205309105	-0.142344602	-0.214367596	-0.362728035	-0.191066571	-0.058279355	0.763970585	-0.286235043	-0.06511996	-0.281316544	-0.021677481	-0.179655876	-0.213476837	-0.001504153	-0.119281922	-0.20073767	-0.136518686	-0.18312798
Pancreas	-0.023860319	-0.040226058	-0.010044034	0.170241104	-0.045700724	0.016411487	-0.047435768	0.278351213	-0.04726722	0.027969507	-0.057330542	0.226126828	0.149110637	-0.048377826	0.013067433	-0.090626655	-0.085362992	0.067393788	-0.086442018	0.020540728	-0.035307275	-0.071700079	0.279358227	-0.079802725	-0.037446743	-0.080640521	0.009389469	0.134154209	-0.056739688	-0.080654873
Pancreas	-0.144739087	-0.540170997	-0.561963669	-0.068277673	-0.205482385	-0.333423906	-0.222966181	-0.287181346	-0.035034473	-0.127210862	-0.212170799	-0.209642685	-0.256458038	-0.208639051	-0.37077098	-0.484393219	-0.303589711	-0.165238319	0.621061589	-0.40705632	-0.166999162	-0.417379371	0.213542719	-0.286737047	-0.364748809	0.291565106	-0.165794939	-0.316683288	-0.174209464	-0.251459434
Pancreas	-0.124318949	-0.509840504	-0.483042056	0.000736616	-0.155714217	-0.291828599	-0.323747941	-0.25509489	0.161903278	-0.116547567	-0.168064886	-0.19380699	-0.275185796	-0.210505561	-0.354476843	-0.447757535	-0.263464411	-0.156081383	0.949917935	-0.369496618	-0.141770589	-0.393469957	0.069216223	-0.238095579	-0.302896757	0.096923849	-0.150683148	-0.297011453	-0.192146441	-0.223184544
Pancreas	-0.094250799	-0.432645212	-0.34308463	-0.079685795	-0.1273696	-0.242891628	-0.289480671	-0.215393438	0.234190142	-0.090361814	-0.153992385	-0.159724274	-0.235499628	-0.202362354	-0.29164041	-0.434206684	-0.268432204	-0.021345173	0.835522797	-0.351323036	-0.094731565	-0.271774649	0.050821604	-0.191034241	-0.252213039	0.029026791	-0.129867572	-0.25013921	-0.177279817	-0.133639147
Pancreas	-0.131412781	-0.217346797	0.049452245	-0.09947376	-0.073535751	-0.02559826	-0.226251821	0.031234143	-0.069707881	0.040742854	0.012627363	-0.121067283	-0.135091487	-0.252799789	-0.249705547	-0.068194075	-0.186763362	0.018529787	0.021147039	-0.249438057	-0.08236957	0.202546403	0.255986423	-0.227869876	-0.059955076	0.248977382	-0.215110056	-0.126980176	0.511286586	-0.085639594
Pancreas	-0.27547218	-0.445317148	-0.187939507	0.136221792	0.116082434	0.015126788	-0.197238326	0.161447023	0.146960686	-0.260528325	0.126364484	-0.106294503	-0.012058461	-0.483632085	-0.514817979	-0.04900781	-0.112473726	-0.296997463	0.603781728	-0.060443485	-0.206067454	0.02728865	0.243419896	-0.03121264	0.14072216	0.119947827	-0.281076408	-0.171003035	0.223787803	0.101872902
Pancreas	-0.009480735	-0.370765148	-0.26615616	-0.04102951	-0.119364243	-0.237208449	-0.273755485	-0.250715787	0.17151384	-0.09577334	-0.127453516	-0.174869041	-0.23634558	-0.145134295	-0.259322228	-0.367778383	-0.189691413	-0.096246124	0.8699368	-0.290117309	-0.062048137	-0.33169546	-0.022703769	-0.179885446	-0.243593674	0.027720748	-0.032413576	-0.231199004	-0.161915533	-0.201300758
Pancreas	-0.158709952	-0.523666843	-0.548734076	0.061526769	-0.169916281	-0.28656478	-0.32938958	-0.252132375	0.190744069	-0.104771229	-0.176374215	-0.181730454	-0.272699075	-0.206963135	-0.355769434	-0.443967322	-0.226520151	-0.177241192	0.917029122	-0.377406454	-0.169165898	-0.388870189	0.096545574	-0.246925075	-0.343532739	0.139270158	-0.194098513	-0.278688449	-0.194065833	-0.257132684
Pancreas	-0.054420939	0.374335283	0.500744903	0.137563656	0.310099492	0.395559619	0.261296355	0.355225134	-0.05625867	-0.064309241	0.280039479	0.232717634	0.504314469	-0.053124624	0.07195066	0.743912904	0.61062117	-0.149222213	-0.613464981	0.630067176	-0.02106054	0.432331206	-0.189969185	0.633695164	0.602572182	0.049191865	0.064047381	0.230625597	0.11999769	0.579519699
Bone	-0.094604723	0.175638236	0.1747535	0.01946493	0.035222268	0.322031341	0.186265809	0.207558032	-0.215768927	-0.056268162	0.264352522	0.230518377	0.202857569	-0.072059528	-0.006946998	0.478988303	0.304637638	-0.13135531	-0.318060933	0.302314032	-0.134349369	0.201525084	-0.19496262	0.358892344	0.290690653	-0.132002625	0.012381143	0.152470081	-0.018341792	0.200368561
Bone	-0.249948241	-0.09007463	0.076140481	0.188714834	0.174618174	0.178954924	0.410319227	0.478714042	-0.189502443	-0.202660483	0.086474995	0.160017031	0.341578887	-0.339579739	-0.311064354	0.50428329	0.366871519	-0.313727533	-0.235156035	0.488146888	-0.278292864	0.163385349	0.061018009	0.39822793	0.377209137	0.093348929	-0.081984766	0.126354216	-0.113001645	0.404903685
Bone	-0.044939834	0.693623192	0.163865607	-0.105473646	-0.031828041	0.111732105	0.068599058	-0.095724361	-0.025349038	0.395874723	-0.002677532	-0.111657673	-0.065386712	0.876357154	0.902094438	0.01462939	-0.023592182	0.065807242	-0.249293291	0.032120354	-0.00487654	0.211444509	-0.167696984	-0.106463424	-0.004844171	-0.15664087	-0.003134427	0.360591919	-0.028926198	-0.114532535
Bone	-0.178308216	0.610836372	0.461529816	0.149723694	0.299046314	0.439210976	0.320736333	0.333738258	-0.219593814	0.04416096	0.224271755	0.140223066	0.405062925	0.296894046	0.501753179	0.679614001	0.431729031	-0.172664944	-0.694327989	0.518722781	-0.175216859	0.479758322	-0.091527717	0.306419105	0.493186329	-0.147646761	-0.027011378	0.349271978	0.139241508	0.370097761
Bone	-0.087261427	0.180231156	0.506116066	0.001998447	0.099376927	0.26285102	0.046463267	0.287929536	-0.119171004	0.159870864	0.196907173	0.119093585	0.227065255	-0.159675328	-0.01413272	0.436015653	0.303088029	-0.011119896	-0.479828813	0.23191854	-0.015526312	0.409253946	-0.039612167	0.222891991	0.31345196	0.122597084	-0.106113112	0.118647945	0.605980815	0.178168723
Bone	-0.165454006	0.254947983	0.375707456	0.418464223	0.627543919	0.611908212	0.280118161	0.363701508	-0.020615884	-0.061742998	0.597472556	-0.056359476	0.229737329	-0.168771255	0.002559151	0.641121101	0.270336926	-0.176830602	-0.341406621	0.594214052	-0.178558321	0.259322515	0.15927377	0.114455131	0.487766598	0.026841623	-0.121515235	0.299253262	0.143168707	0.134874509
Bone	0.058174836	0.119674164	0.011251396	-0.013300392	-0.064658847	-0.060212616	-0.015103469	0.202146638	-0.110815425	-0.05093299	-0.056698284	0.609988479	0.53310729	-0.080788321	-0.066452457	0.083218923	0.014959803	-0.074121671	-0.126889694	0.013634704	-0.011665234	0.356469362	-0.099247721	0.486587673	0.71607805	-0.093170029	0.308721049	-0.025918874	-0.072255615	0.804971256
Bone	-0.04679395	-0.024788918	-0.036278759	-0.048236879	-0.052439928	-0.08713701	0.204635896	0.153761555	-0.124784034	-0.046139499	-0.070703775	0.075092918	0.013679924	-0.059388267	-0.084644025	0.398529754	0.144148709	-0.065172249	-0.106094934	0.097647996	-0.056760865	-0.011084719	-0.130254674	0.161445959	-0.029918785	-0.096812208	-0.015295481	-0.09262443	-0.067877482	0.071681855
Bone	-0.04679395	-0.024788918	-0.036278759	-0.048236879	-0.052439928	-0.08713701	0.204635896	0.153761555	-0.124784034	-0.046139499	-0.070703775	0.075092918	0.013679924	-0.059388267	-0.084644025	0.398529754	0.144148709	-0.065172249	-0.106094934	0.097647996	-0.056760865	-0.011084719	-0.130254674	0.161445959	-0.029918785	-0.096812208	-0.015295481	-0.09262443	-0.067877482	0.071681855
Bone	-0.049388989	-0.043939972	0.182779121	0.033261471	-0.053488787	-0.081668731	-0.206927667	-0.173781208	0.02468783	-0.097464193	-0.049860857	0.162956564	0.082058004	-0.12470351	-0.161067432	0.093303012	-0.027827692	-0.129236295	0.050535171	-0.155416344	0.007490898	0.050418503	-0.075452415	-0.001937747	0.136518802	0.046298078	-0.102077939	-0.188955746	0.801813969	0.145714315
Bone	-0.052463341	-0.055545351	-0.053457756	-0.132380851	-0.093969107	0.051993769	0.188205849	-0.079554211	-0.16123129	-0.067968669	-0.075351597	-0.08545768	-0.113174699	-0.047483642	-0.008334541	0.044899461	0.045365806	-0.090622514	-0.146822382	-0.030310749	-0.074711806	-0.016876958	-0.183136663	-0.016143572	-0.051363334	-0.089860208	-0.04278512	0.317358723	-0.067428802	-0.029866659
Bone	-0.094483628	0.0493324	0.191563469	-0.044823884	-0.033529238	0.066727771	0.022567248	0.232752392	-0.058716695	-0.097910679	-0.095301081	0.097004219	0.431319459	-0.08512615	-0.023142473	0.521247279	0.921435705	-0.132372655	-0.241324695	0.359023793	-0.082713338	0.21489757	-0.123408685	0.616447408	0.122590455	0.5236989	-0.031006176	-0.104409301	-0.087936803	0.235600333
Bone	-0.169253792	-0.250626227	-0.097560733	0.086054643	0.131308606	-0.034274504	-0.046013955	-0.014002023	-0.094163174	-0.203904244	0.17248685	-0.00510585	-0.030968859	-0.292307087	-0.341573222	0.066512074	-0.098798965	-0.303653613	0.143823665	-0.109129647	-0.150123493	-0.105545583	0.084696203	-0.052855785	0.194335003	0.012817842	-0.144816216	-0.230859057	0.42852849	0.154762223
Bone	-0.0463077	0.283816674	0.377886108	0.441542674	0.656454621	0.362769696	-0.03735132	0.358389555	-0.084017836	-0.055765775	0.588786536	0.338625587	0.417698542	-0.105584322	-0.017431549	0.42197388	0.201044425	-0.136659217	-0.308739808	0.42412592	-0.076300539	0.364691885	0.198409865	0.548295855	0.780352667	-0.093440064	0.097954592	-0.050193366	0.219071648	0.649738663
Bone	-0.0463077	0.283816674	0.377886108	0.441542674	0.656454621	0.362769696	-0.03735132	0.358389555	-0.084017836	-0.055765775	0.588786536	0.338625587	0.417698542	-0.105584322	-0.017431549	0.42197388	0.201044425	-0.136659217	-0.308739808	0.42412592	-0.076300539	0.364691885	0.198409865	0.548295855	0.780352667	-0.093440064	0.097954592	-0.050193366	0.219071648	0.649738663
Bone	-0.064289211	-0.278650833	-0.351063361	0.069559195	-0.106765968	-0.168552823	-0.184916837	-0.09737145	0.075878943	-0.056890438	-0.098254031	-0.102599196	-0.149990952	-0.107910369	-0.194668928	-0.252565265	-0.137123668	-0.085904449	0.591170856	-0.212784185	-0.055336744	-0.212656429	0.057751051	-0.130869465	-0.190544819	0.036402597	-0.086896841	-0.156536923	-0.094216713	-0.12742591
Bone	-0.000496105	-0.193396854	-0.215555866	-0.026271809	-0.079195063	-0.111906267	-0.141298103	0.001285107	0.163952418	-0.026993486	-0.085006687	0.00205128	-0.056294729	-0.084876308	-0.114046203	-0.158666264	-0.085516097	-0.047289552	0.136556518	-0.114696718	0.108175823	-0.145195003	0.085439964	-0.040568363	-0.15412633	0.060134355	-0.047903728	-0.079071553	-0.08551793	-0.099009256
Bone	-0.104688615	0.021153737	0.068587197	0.306758251	0.268942463	0.318628076	-0.000757716	0.227233928	0.034916228	-0.04034805	0.04527944	-0.193997453	-0.112382863	-0.009529859	0.056472245	0.021548678	-0.046774054	-0.154019521	0.012443405	0.154251981	-0.098791535	0.023318613	0.326536967	-0.153413877	0.003452612	0.094160277	-0.060128076	0.464748306	-0.14360648	-0.041763518
Bone	-0.044817648	-0.023622329	-0.084675936	-0.005588519	-0.093293682	0.064009055	-0.083979516	0.036704971	-0.027549673	-0.060217647	-0.100231787	-0.056032291	-0.08614058	0.023136588	0.061455266	-0.003673291	0.027902478	-0.086860928	0.093424459	-0.077124679	-0.05045323	0.073150021	0.014566623	-0.066062039	-0.093850809	0.019093532	-0.013774931	0.347129292	-0.103903261	-0.06803829
Bone	0.066170263	0.208738541	0.213161692	-0.130616778	-0.049556347	-0.019068552	-0.074380635	-0.065008373	0.055079483	0.566304334	0.033158851	-0.123856278	-0.092328635	0.04356329	0.136778115	-0.005411462	-0.062237125	0.326310054	-0.083170969	-0.139442245	0.040688285	0.361406845	-0.094819447	-0.057958423	-0.036572736	-0.028615735	0.025129774	0.003325383	0.095553572	0.005970615
Bone	-0.024327503	0.322387464	0.354879359	-0.031008544	0.10526444	0.208225956	-0.077550118	0.269094017	-0.08750697	0.179662634	0.251998978	0.33837563	0.425171351	0.099196683	0.189007698	0.149690172	0.172600285	-0.053796532	-0.310640712	0.153045171	-0.033028345	0.793265482	-0.100394851	0.488213093	0.663077211	0.191702159	0.154043265	0.100291376	0.113342508	0.594678151
