tissue	E2F7	ELF4	ELK4	EMX2	ESR1	GATA2	GATA6	GLIS3	HIC2	HNF4G	HOXA13	HOXC10	HOXC6	IKZF1	IRF1	MAFF	MEOX2	MNX1	MYT1L	NR2F2	PTTG1	RUNX1	SALL1	SHOX2	SNAI2	SOX10	STAT1	TCF21	TP63	TWIST1
Liver	0.092796993	0.283751799	0.09864662	-0.178197321	-0.164661574	-0.156931646	-0.207691208	-0.282991026	0.481013001	0.168224636	-0.166970539	-0.102848429	-0.11969701	0.57150101	0.509349628	-0.277754097	-0.215170172	-0.013492469	0.16938549	-0.236580105	0.391949798	0.001394075	-0.161022076	-0.106553035	-0.120703897	-0.096094781	-0.064101884	0.056291169	0.299534344	-0.10807149
Liver	0.179716177	0.626469775	0.455973478	-0.094843219	-0.045049331	0.064856658	-0.112014045	-0.227739317	0.038935758	0.19198104	-0.013170654	0.040093645	0.000521101	0.673144196	0.673119093	0.032095691	-0.054183777	0.038806146	-0.154819765	-0.060878394	0.182182326	0.214738078	-0.233767044	-0.068422001	0.110242578	-0.146984029	0.176427851	0.27518448	0.494188905	0.000753916
Liver	-0.051531543	0.554039884	-0.145279489	-0.093484246	-0.066168678	-0.056848003	-0.049437896	-0.146058673	-0.142776828	-0.037588168	-0.064188702	-0.077266341	-0.077356333	0.713426567	0.789861089	-0.035796388	-0.006251319	-0.067042237	-0.129796388	-0.073831312	-0.036445687	0.091988626	-0.129815807	-0.052181479	-0.10452879	-0.050508411	-0.00840378	0.038036017	-0.07682871	-0.084948102
Liver	0.602827699	0.692924774	0.521129574	-0.19200341	-0.117364194	-0.01499534	0.009300769	-0.14449386	-0.048884143	0.128677483	-0.101139372	-0.097873232	-0.040396151	0.743167363	0.661954001	0.146501305	0.201393883	0.214060068	-0.334650453	0.062351431	0.369311336	0.193649807	-0.275965131	0.059937475	-0.069717107	-0.094480791	0.646025511	0.233230138	-0.053254466	-0.031082484
Liver	-0.216038984	0.147359916	0.190326332	0.116218902	0.09691158	0.34016854	0.154592574	0.299975258	-0.077593823	-0.079840642	-0.019329027	-0.081798856	0.077810813	0.100179885	0.191386815	0.455696722	0.453094314	-0.224719414	-0.203305067	0.28062155	-0.202280329	0.203308904	0.047600431	0.13130391	0.026877962	-0.055693347	-0.119455484	0.518292885	-0.203337948	0.056300289
Liver	0.115429231	0.661900373	-0.022284163	-0.107810689	-0.077060542	-0.054919461	-0.052720941	-0.18196335	-0.120526369	-0.013967925	-0.072960093	-0.091851177	-0.101178461	0.858185519	0.884094994	-0.075997992	-0.047554712	0.002089276	-0.151280802	-0.080668742	0.071326524	0.10566729	-0.160949164	-0.07676274	-0.111212832	-0.095588027	0.160945708	0.0902138	-0.078159902	-0.106593494
Liver	0.310590109	0.488421098	0.620636042	0.028443212	0.129802712	0.357985756	0.049498673	0.180877556	0.004200963	-0.000799067	0.08350958	-0.128927629	0.120877056	0.206818602	0.32300973	0.56549904	0.552520255	0.038268817	-0.319536316	0.326589643	0.164956136	0.297164301	-0.134972461	0.207220182	0.084441369	0.010642597	0.358082429	0.367054339	-0.033501358	0.10130453
Liver	-0.026429658	-0.073601714	-0.078252875	-0.090706836	-0.024597365	-0.08127327	0.351996904	-0.021993757	0.016254627	-0.050247814	-0.077536906	-0.077052137	0.075060722	-0.076757407	-0.06603628	-0.124248956	-0.10718537	0.010293236	0.02031495	0.03452535	-0.041381045	-0.094977178	-0.047730147	-0.09349672	-0.084192604	-0.105117954	-0.019698525	0.014447745	-0.074662777	-0.003214685
Liver	-0.026429658	-0.073601714	-0.078252875	-0.090706836	-0.024597365	-0.08127327	0.351996904	-0.021993757	0.016254627	-0.050247814	-0.077536906	-0.077052137	0.075060722	-0.076757407	-0.06603628	-0.124248956	-0.10718537	0.010293236	0.02031495	0.03452535	-0.041381045	-0.094977178	-0.047730147	-0.09349672	-0.084192604	-0.105117954	-0.019698525	0.014447745	-0.074662777	-0.003214685
Liver	0.820905688	0.545187633	0.462356997	-0.109984119	-0.082141903	-0.089819341	-0.04807187	-0.17774826	0.048844941	0.082633441	-0.07734877	-0.082286814	-0.109231169	0.658085678	0.488092683	-0.162348491	-0.113852098	0.327279794	-0.118166771	-0.065479418	0.53503187	0.023346429	-0.156369589	-0.06769485	-0.100463301	-0.107317399	0.823025578	0.097200701	-0.050635564	-0.117745849
Liver	0.823845461	0.574966263	0.4822054	-0.124876798	-0.063600926	-0.039576378	-0.002936174	-0.150911103	0.015854615	0.096550216	-0.059171497	-0.12667845	-0.139321068	0.634594531	0.510945653	-0.105024599	-0.086097989	0.330282434	-0.176008311	-0.070355988	0.527444405	0.049373452	-0.152447127	-0.073850195	-0.106791081	-0.133897791	0.821817465	0.144928128	-0.058127186	-0.130088174
Liver	-0.186228937	-0.425460166	-0.411980554	0.099703449	-0.052215807	-0.182429315	-0.328750889	-0.153106329	0.099094486	-0.140408597	-0.093936823	-0.174609586	-0.142992254	-0.237873057	-0.359695116	-0.195599635	-0.029668973	-0.218489068	0.740121132	-0.201300824	-0.193640337	-0.263708655	0.137164109	-0.069971214	-0.215099789	0.210284601	-0.200399416	-0.286229665	-0.090928809	-0.074096856
Liver	0.230803472	0.643400282	0.151358156	-0.139048466	-0.086068379	-0.050239718	0.008532001	-0.162637438	0.092470259	0.008981668	-0.089176937	-0.114459853	-0.124014098	0.965775307	0.87833948	-0.143295639	-0.102132421	0.041577875	-0.15796113	-0.002506367	0.24565937	0.103590784	-0.181890422	-0.091731269	-0.099895536	-0.14076807	0.23796515	0.249985376	-0.081671264	-0.139681887
Liver	-0.048064035	0.652227558	0.017658779	-0.102767204	-0.05577233	0.002506919	-0.003019787	-0.152769457	-0.078032117	0.132858387	-0.0516494	-0.09438075	-0.095737566	0.911636065	0.922480804	-0.075432364	-0.074931882	-0.012951288	-0.176783786	-0.023286775	-0.025797698	0.154102116	-0.154995698	-0.109665087	-0.055922623	-0.12860501	0.00590191	0.222723372	-0.069086799	-0.109727746
Liver	-0.048064035	0.652227558	0.017658779	-0.102767204	-0.05577233	0.002506919	-0.003019787	-0.152769457	-0.078032117	0.132858387	-0.0516494	-0.09438075	-0.095737566	0.911636065	0.922480804	-0.075432364	-0.074931882	-0.012951288	-0.176783786	-0.023286775	-0.025797698	0.154102116	-0.154995698	-0.109665087	-0.055922623	-0.12860501	0.00590191	0.222723372	-0.069086799	-0.109727746
Liver	0.452840685	0.777330159	0.441846233	-0.130997306	-0.06096981	0.041574758	0.05386469	-0.1075012	-0.034709967	0.155826708	-0.064858583	-0.103366601	-0.046492242	0.88765202	0.821236217	0.162312751	0.137166067	0.165909362	-0.295244609	0.074020952	0.281495244	0.222559813	-0.257237596	0.024167088	-0.035077663	-0.157241101	0.507900549	0.263578295	-0.088700466	-0.034651153
Liver	0.23238049	-0.082567338	-0.019200902	-0.06012067	-0.027728414	-0.059651889	-0.01991974	0.019900636	0.823237358	0.006850698	-0.049676579	-0.02860418	-0.00645021	-0.040234958	-0.015847486	-0.138755617	-0.052694101	0.060984699	-0.007455544	-0.058662219	0.741376311	-0.072889797	-0.063228157	0.15286393	-0.079091085	-0.050309127	-0.033778879	-0.052415497	-0.034320347	-0.021057557
Liver	-0.001130461	0.262911256	0.193465463	-0.074396373	-0.039928452	0.014766721	0.064780975	-0.0534904	0.105068502	-0.025494956	-0.048692441	-0.05920304	-0.079362495	0.641187367	0.456855309	-0.113041752	-0.073127595	-0.042133122	-0.085104892	0.11242865	0.044777899	0.079915232	-0.088493031	-0.062621206	-0.005045366	-0.078509605	0.029602081	0.320080288	-0.050519857	-0.079574215
Liver	0.011160828	0.53377101	0.291024319	-0.114979216	-0.008251725	0.163352216	0.09094079	-0.037381052	0.22927234	0.432477166	-0.013888598	-0.134424041	-0.055919645	0.698694855	0.709410588	0.054416144	0.007824088	0.081247676	-0.242467844	0.079516173	0.172543916	0.248214709	-0.178707424	-0.05667424	0.010885734	-0.137612758	-0.019891117	0.509441208	0.004594357	-0.113315811
Liver	-0.045780371	0.057354376	-0.059468209	-0.090764542	-0.041430057	-0.123738793	-0.086087517	-0.157970582	-0.159002403	0.04036144	-0.078279291	-0.01890426	-0.067921593	0.169756166	0.20850056	-0.119741609	-0.088487538	-0.068949765	-0.116724083	-0.13559407	-0.046802856	-0.042283918	0.163528794	-0.081295409	-0.064107318	-0.09283014	-0.043313618	-0.087158498	0.100748015	-0.055732387
Liver	-0.035350623	-0.132777538	-0.074758443	-0.070292026	-0.010574201	-0.096658833	-0.040405228	-0.068919896	-0.113011948	0.06576332	-0.05153775	-0.052739029	-0.077840892	-0.044042077	-0.018802441	-0.129520276	-0.071906368	-0.03315012	-0.074082384	-0.088534898	-0.048524522	-0.080925569	0.239196177	-0.069597536	-0.079342185	-0.070280458	-0.038059673	-0.066421937	-0.048071139	-0.075961673
Liver	-0.035350623	-0.132777538	-0.074758443	-0.070292026	-0.010574201	-0.096658833	-0.040405228	-0.068919896	-0.113011948	0.06576332	-0.05153775	-0.052739029	-0.077840892	-0.044042077	-0.018802441	-0.129520276	-0.071906368	-0.03315012	-0.074082384	-0.088534898	-0.048524522	-0.080925569	0.239196177	-0.069597536	-0.079342185	-0.070280458	-0.038059673	-0.066421937	-0.048071139	-0.075961673
Liver	-0.046266277	0.013410852	0.18605506	-0.09440126	-0.08214282	0.046332157	-0.092269377	0.296901054	-0.05727432	-0.059723906	-0.074759144	-0.046266336	-0.060621148	-0.002149569	0.083091796	0.120005271	0.041431732	-0.062446085	-0.160015896	-0.063529204	-0.002128229	0.673886742	0.067420317	0.01795274	0.030668922	0.030950824	-0.019780137	0.097322392	0.069884336	0.069486427
Liver	0.036979948	0.164627509	0.09098917	0.220706113	0.154332587	0.081254906	-0.003960472	0.258950557	-0.087777113	-0.07288461	0.023792359	0.588777862	0.558028515	-0.101756357	-0.067581224	0.171140314	0.055996943	-0.094290332	-0.175429312	0.120436808	-0.023882626	0.380839048	-0.007953569	0.517877108	0.794124368	-0.111617756	0.284034113	-0.057952175	-0.055792553	0.870135235
Liver	0.076051151	0.239394505	0.23073799	0.139441564	0.127730999	0.101654009	-0.0843841	0.163695866	-0.114012526	-0.093605049	0.068821302	0.623346068	0.596128685	-0.108374216	-0.053030142	0.290316501	0.134089957	-0.130622516	-0.261441318	0.08974373	0.02084483	0.447476982	-0.100017971	0.547323033	0.860961245	-0.097088862	0.29482158	-0.009443226	0.230698374	0.895782874
Liver	-0.231422266	-0.15782176	0.077634499	0.270000353	0.2740742	0.276868169	-0.015869116	0.294468808	0.164505369	-0.130588978	0.16896823	-0.054352645	0.279302189	-0.346131294	-0.28945612	0.447910503	0.66840315	-0.259109771	-0.186031962	0.45541473	-0.040361357	0.114544591	0.144172048	0.508525665	0.177430108	0.587548836	-0.28077292	0.008182897	0.048963403	0.119726318
Liver	-0.035322353	0.077369008	-0.026954987	-0.106132168	-0.076749409	-0.121132247	0.017693221	-0.092821761	-0.064472864	0.667494952	-0.005399411	-0.057590556	-0.073107726	0.021089788	0.121351591	-0.191042175	-0.130886375	0.313860425	-0.145623166	-0.124641602	-0.047109569	-0.075522915	0.124748842	-0.13585941	-0.112246651	-0.119624964	-0.048926489	0.040600868	-0.096534361	-0.142825034
Liver	-0.032877123	-0.401987748	-0.250339008	-0.147391941	-0.19182971	-0.189854682	-0.303726184	0.086846299	0.434894153	0.130908837	-0.108412327	-0.24300098	-0.193342659	-0.171025354	-0.203460684	-0.365398476	-0.045231667	-0.020097297	0.223793278	-0.238376361	0.239905683	-0.247214413	0.343963147	-0.062663269	-0.332846954	0.425228067	-0.170980909	-0.197557322	-0.187476475	-0.232050123
Liver	-0.033831906	-0.131027172	-0.073317729	-0.069977107	-0.009998104	-0.096434922	-0.041054526	-0.071097637	-0.107842773	0.066466369	-0.051181818	-0.052489645	-0.076477521	-0.043320421	-0.017436218	-0.127790931	-0.070641808	-0.04352301	-0.073424098	-0.08749461	-0.044289834	-0.079104958	0.239617278	-0.067387273	-0.078632766	-0.06959128	-0.037540256	-0.065849731	-0.047704426	-0.074197121
Liver	-0.029329043	-0.024569603	-0.027998248	-0.095435941	-0.033456719	-0.103476448	-0.012289439	-0.100506346	-0.090385562	0.491306715	-0.069788728	-0.064692848	-0.060909385	0.02444503	0.072060756	-0.154939847	-0.092112296	0.106965797	-0.100045049	-0.111701485	-0.043475086	-0.071844135	0.179479804	-0.092842803	-0.087374661	-0.090248055	-0.039866881	-0.03048548	-0.060961061	-0.098879331
Liver	-0.022521151	0.322461939	0.541715914	0.341743547	0.439221634	0.461235718	0.101589279	0.116958912	0.333765314	0.032885841	0.250993265	-0.114982864	0.04677416	0.338524422	0.332696215	0.223625826	0.102267569	-0.073231694	-0.259554795	0.378765934	0.168387325	0.159072637	-0.008624566	0.074716008	0.250172623	-0.074921455	-0.086646454	0.299226783	0.211847995	0.088134471
Liver	0.614486488	0.461362424	0.505354539	-0.125234218	-0.143172072	-0.027409214	-0.073592932	-0.021766559	-0.028641987	0.332832537	-0.096336127	-0.032726148	-0.056485455	0.531281773	0.454545571	-0.12322909	-0.074432985	0.446790224	-0.260018266	-0.071725537	0.380101594	0.243328642	-0.101298247	-0.068742824	-0.101013178	-0.098432713	0.625302269	0.207547522	-0.030812812	-0.125052192
Liver	-0.06695916	0.050374856	-0.030203014	0.099990126	0.067732648	0.000833943	0.653342969	0.332876494	0.17290749	-0.04830888	-0.086793978	-0.109498899	0.331763769	-0.099703444	-0.080391455	0.026926722	-0.122041317	0.099382716	-0.055390913	0.547028496	-0.076400359	-0.104753274	0.015395003	-0.140318771	0.020033714	-0.095816165	-0.072367028	0.364191835	-0.094044677	-0.032641339
Liver	-0.028350475	-0.114676282	-0.068577582	-0.076073398	-0.017281346	-0.103981375	-0.03763633	-0.072648159	-0.091594427	0.152037559	-0.060871052	-0.046054143	-0.062608326	-0.034569738	-0.005131868	-0.138983054	-0.077467416	-0.018785734	-0.082170197	-0.093624404	-0.030751933	-0.077132013	0.237839317	-0.061919745	-0.071025539	-0.068323704	-0.034096114	-0.061857858	-0.054062801	-0.06610302
Liver	-0.040054639	-0.080382888	-0.034561548	-0.054549995	-0.018882585	-0.075958486	-0.037080118	-0.035338626	-0.107425955	0.189961067	-0.054983079	-0.015096198	-0.02915609	-0.011587677	0.033517605	-0.120754264	-0.050773822	-0.009442998	-0.11698668	-0.070732359	-0.046154738	-0.06393132	0.253898553	-0.056962421	-0.068769905	-0.073326649	-0.038137036	-0.028122103	-0.048933098	-0.078166359
Liver	-0.116848134	-0.48408498	-0.476472041	-0.023830527	-0.179432382	-0.298101706	-0.327754683	-0.256722139	0.155270457	-0.095066624	-0.183006102	-0.190616241	-0.273892718	-0.18953428	-0.324461635	-0.451673109	-0.251151417	-0.121251919	0.946905531	-0.379338561	-0.126227436	-0.374516155	0.070524991	-0.240415482	-0.324371974	0.09832697	-0.151233011	-0.275783553	-0.173047721	-0.227647025
Liver	-0.165047137	0.145859525	0.402631333	0.011728385	0.062801506	0.306232436	-0.071395181	0.451107998	-0.210185879	0.030138178	0.139875314	0.30830725	0.355150109	-0.118096084	0.047347409	0.482671095	0.502575981	-0.055784776	-0.428091443	0.189313792	-0.1700707	0.571949428	0.154968677	0.384646992	0.388953272	0.092966651	-0.028580295	0.109756066	0.13458367	0.402067781
Liver	0.321460217	0.46531441	0.494867864	-0.029454018	0.060890732	0.132780172	0.061274139	0.218851808	0.246477647	-0.067872503	0.002898104	0.26870878	0.489468697	0.137605243	0.213749191	0.399902447	0.343429093	-0.092931082	-0.161388237	0.259847032	0.350211858	0.50057209	-0.257043036	0.486337814	0.566307715	-0.020997991	0.405976195	0.302290716	0.218727618	0.574740344
Liver	0.776996274	0.686622589	0.625686532	-0.078047869	0.033995948	0.093768656	0.058016208	-0.035869976	-0.105062594	0.099584218	0.019763636	-0.05096056	0.009275537	0.484058838	0.478296226	0.28578394	0.198638905	0.256209765	-0.439466309	0.08785426	0.492300474	0.251017254	-0.235324221	0.129172455	0.051228033	-0.11367185	0.789156327	0.157325718	0.123720917	0.022866082
Liver	-0.1844499	-0.22013098	0.05564343	-0.162228491	-0.14814091	0.091795601	-0.109921815	-0.103687505	-0.094921577	-0.083364601	0.110955514	-0.12011318	-0.178228368	-0.271711811	-0.244867713	0.061347491	0.019328833	-0.201736224	0.09925945	-0.016833487	-0.19484271	0.04450204	-0.276840145	-0.036198724	-0.017223619	-0.011951052	-0.166123473	0.064609589	0.063754003	0.008918107
Liver	-0.133641232	0.397450452	0.270472376	-0.130277966	-0.059556814	0.254750602	0.323830083	0.103028632	-0.108618809	0.07695564	-0.033331612	-0.118017098	0.059824065	0.354814286	0.434668528	0.503165549	0.419040931	-0.08513299	-0.364771763	0.261990539	-0.145707795	0.331034987	-0.311779828	0.088662903	0.040131435	-0.092354747	-0.0326305	0.551389812	-0.150352477	0.045473617
Liver	-0.117196887	0.146476234	0.299679465	0.137886989	0.192734444	0.188538602	0.137193301	0.187818647	-0.190308554	-0.133732896	0.105966474	0.227772746	0.255077416	-0.117921086	-0.0864126	0.734136067	0.521544091	-0.199169921	-0.338572719	0.403054414	-0.103454532	0.188471211	-0.130152604	0.466203292	0.260465039	-0.083938408	-0.089597271	-0.030347957	0.333983704	0.230831217
Liver	0.187573823	0.311043653	0.425942786	0.02128924	0.239212891	0.206275298	-0.003954557	0.130924222	-0.097572486	-0.054822025	0.225287199	0.03447681	0.077772585	-0.003796815	0.056333732	0.396758183	0.058537441	-0.03116817	-0.363990189	0.147530979	0.146778613	0.243460559	0.000521095	0.029818763	0.335283748	-0.132775502	0.147332269	0.137883955	0.613433294	0.154987905
Bloodvessel	-0.169409766	0.17246597	0.362358221	0.404422326	0.423116633	0.541973957	0.189299688	0.551051554	-0.0122663	-0.087796488	0.182151977	-0.080511124	0.181834171	-0.085314776	0.089283125	0.589144914	0.477367118	-0.158783814	-0.355277266	0.441482917	-0.127899261	0.178898854	0.3129917	0.18183847	0.229280921	-0.044479131	-0.101369963	0.205530577	-0.104586678	0.167194778
Bloodvessel	-0.094604723	0.175638236	0.1747535	0.01946493	0.035222268	0.322031341	0.186265809	0.207558032	-0.215768927	-0.056268162	0.264352522	0.230518377	0.202857569	-0.072059528	-0.006946998	0.478988303	0.304637638	-0.13135531	-0.318060933	0.302314032	-0.134349369	0.201525084	-0.19496262	0.358892344	0.290690653	-0.132002625	0.012381143	0.152470081	-0.018341792	0.200368561
Bloodvessel	-0.112796224	0.081053994	0.121700792	0.305126835	0.256049572	0.303415555	0.296517377	0.183425326	-0.118685076	-0.088218174	0.102443885	0.039950616	0.126999756	-0.113641349	-0.073237373	0.519072088	0.265231322	-0.144206268	-0.291075863	0.462570733	-0.13409356	-0.033569611	-0.091087058	0.213315374	0.157212132	-0.141661439	-0.064862005	0.069464492	-0.09984958	0.086498806
Bloodvessel	-0.207878525	-0.037842497	0.072300588	0.297742256	0.063554289	0.352654231	0.110912634	0.466459356	-0.073748116	-0.051034384	-0.116403685	-0.006927543	0.144576464	-0.130871573	0.01922966	0.256571878	0.180410205	-0.031323768	-0.169682876	0.13967291	-0.201758911	0.122453677	0.306689699	-0.100921783	-0.006102151	-0.037735976	-0.138716137	0.372132975	-0.16601246	-0.04646015
Bloodvessel	-0.109075537	0.385675155	0.43757567	0.009056799	0.058014313	0.261503102	0.221826555	0.135301895	-0.068174919	-0.026731447	-0.062243172	0.073399095	0.200918798	0.165437553	0.270762034	0.66441372	0.337318559	-0.127045477	-0.434431213	0.23567979	-0.030888039	0.271262132	-0.156215518	0.103599981	0.246169254	-0.163428171	-0.093949561	0.286929643	0.513478913	0.168192797
Bloodvessel	-0.109075537	0.385675155	0.43757567	0.009056799	0.058014313	0.261503102	0.221826555	0.135301895	-0.068174919	-0.026731447	-0.062243172	0.073399095	0.200918798	0.165437553	0.270762034	0.66441372	0.337318559	-0.127045477	-0.434431213	0.23567979	-0.030888039	0.271262132	-0.156215518	0.103599981	0.246169254	-0.163428171	-0.093949561	0.286929643	0.513478913	0.168192797
Bloodvessel	-0.176482686	-0.085806946	0.110003902	0.112639833	0.095466682	0.244074749	-0.000796016	0.442702226	0.063752466	-0.11474855	0.008817896	-0.119539734	-0.025448912	-0.111986281	-0.030232613	0.345797684	0.357723091	-0.220802016	-0.115464915	0.121487357	-0.050789112	0.046280177	0.345818854	0.060838702	-0.012892045	-0.006142269	-0.154608666	0.091475314	-0.215472827	0.034133043
Bloodvessel	-0.092999048	0.393103588	0.327785305	-0.099427956	-0.040865775	0.283187159	0.262509169	0.127668116	-0.001370467	0.059678684	-0.034799207	-0.090352521	0.037657563	0.425743053	0.460725686	0.422648963	0.328011889	-0.072606144	-0.311728657	0.24658504	-0.071864358	0.309233852	-0.225747998	0.046400202	0.060429528	-0.138998359	-0.008347454	0.641137475	-0.116721596	0.0185677
Bloodvessel	-0.178308216	0.610836372	0.461529816	0.149723694	0.299046314	0.439210976	0.320736333	0.333738258	-0.219593814	0.04416096	0.224271755	0.140223066	0.405062925	0.296894046	0.501753179	0.679614001	0.431729031	-0.172664944	-0.694327989	0.518722781	-0.175216859	0.479758322	-0.091527717	0.306419105	0.493186329	-0.147646761	-0.027011378	0.349271978	0.139241508	0.370097761
Bloodvessel	-0.031356457	-0.053420153	-0.227653343	0.078351983	0.005985128	0.023534455	0.317310882	0.065325078	0.281194238	-0.05484999	0.015583914	-0.061795205	0.012700039	-0.11195275	-0.034417759	-0.079742151	-0.062603975	-0.131082933	-0.04608875	-0.00190356	0.188169026	-0.142461493	-0.063201862	0.036594097	-0.027176743	-0.195353961	-0.098145829	0.027201338	-0.249260662	0.019482649
Bloodvessel	-0.196224211	0.171568326	0.420514637	0.465507557	0.571706964	0.60588484	0.24796836	0.467776097	-0.027606866	-0.177925904	0.387495081	-0.060391037	0.285546665	-0.130254691	-0.019618277	0.643396998	0.469588445	-0.289007479	-0.445379372	0.687413592	-0.183878533	0.229817809	0.157958203	0.339652877	0.469981437	0.073029985	-0.089329587	0.298944218	-0.035311231	0.325526166
Bloodvessel	0.950449911	0.444229069	0.425213814	-0.073496101	-0.066230962	-0.10067305	-0.099307624	-0.159288402	0.060561013	-0.008170443	-0.068197389	-0.055261294	-0.061209632	0.358081826	0.263860437	-0.069033712	-0.025760375	0.349954525	-0.08979483	-0.115967828	0.630855413	-0.022560416	-0.130244351	0.007099656	-0.107793137	-0.072691958	0.92205105	-0.085292233	-0.031545189	-0.058735576
Bloodvessel	-0.036959674	0.541667363	-0.160520977	-0.082647995	-0.063842121	-0.073045929	-0.077822739	-0.173797253	-0.123712097	-0.039698347	-0.060581556	-0.065247859	-0.090412314	0.725281606	0.785030298	-0.105056054	-0.074495341	-0.055289971	-0.090976942	-0.105091399	-0.020077179	0.06670162	-0.117802329	-0.080617233	-0.1025243	-0.081208152	-0.00159626	0.009101959	-0.059187711	-0.091323712
Bloodvessel	-0.216038984	0.147359916	0.190326332	0.116218902	0.09691158	0.34016854	0.154592574	0.299975258	-0.077593823	-0.079840642	-0.019329027	-0.081798856	0.077810813	0.100179885	0.191386815	0.455696722	0.453094314	-0.224719414	-0.203305067	0.28062155	-0.202280329	0.203308904	0.047600431	0.13130391	0.026877962	-0.055693347	-0.119455484	0.518292885	-0.203337948	0.056300289
Bloodvessel	0.115429231	0.661900373	-0.022284163	-0.107810689	-0.077060542	-0.054919461	-0.052720941	-0.18196335	-0.120526369	-0.013967925	-0.072960093	-0.091851177	-0.101178461	0.858185519	0.884094994	-0.075997992	-0.047554712	0.002089276	-0.151280802	-0.080668742	0.071326524	0.10566729	-0.160949164	-0.07676274	-0.111212832	-0.095588027	0.160945708	0.0902138	-0.078159902	-0.106593494
Bloodvessel	-0.080917157	0.154782823	0.154336896	-0.123805732	-0.090532316	0.038908279	0.063785666	-0.002208417	-0.082225055	-0.064347329	-0.111638353	0.040467343	0.137931935	0.061678845	0.106127796	0.509502727	0.49296183	-0.09862124	-0.199027135	0.090044469	-0.090616666	0.21548768	-0.217012799	0.231853272	0.053030881	-0.113655754	-0.030506566	0.015373935	-0.085291309	0.24484353
Bloodvessel	-0.088623262	0.116970604	0.24970009	0.405771168	0.360540821	0.538306189	0.255050537	0.400081795	0.03078409	-0.082884052	0.131147629	-0.060197182	0.347375704	-0.071360929	0.064878039	0.494695523	0.142623587	-0.125277358	-0.235344186	0.309181814	-0.0642846	0.067346328	0.304336329	-0.012823591	0.30514027	-0.075352656	-0.062456938	0.030836251	0.000105121	0.01380244
Bloodvessel	-0.165454006	0.254947983	0.375707456	0.418464223	0.627543919	0.611908212	0.280118161	0.363701508	-0.020615884	-0.061742998	0.597472556	-0.056359476	0.229737329	-0.168771255	0.002559151	0.641121101	0.270336926	-0.176830602	-0.341406621	0.594214052	-0.178558321	0.259322515	0.15927377	0.114455131	0.487766598	0.026841623	-0.121515235	0.299253262	0.143168707	0.134874509
Bloodvessel	-0.025672085	0.124581879	0.383131165	0.066833368	0.130795721	0.308783339	0.084993227	0.516984393	-0.094152834	0.006396114	0.074170222	0.072229518	0.033186009	0.040967141	0.143438983	0.233486419	0.13245241	-0.048175314	-0.356650139	0.124356183	0.010712307	0.140805076	0.366653625	-0.031158117	0.1646236	-0.22181254	0.038748184	0.139930654	0.004385333	0.085005054
Bloodvessel	-0.136809119	0.150469776	0.24300026	0.036825474	0.085002409	0.298322607	0.221216935	0.473888497	0.224490958	0.056015024	0.168365317	0.045155741	0.387563979	-0.229215633	-0.095951134	0.477637437	0.285920302	-0.05089955	-0.121506198	0.332584484	-0.053635782	0.46863064	0.018255401	0.239332521	0.422543309	-0.019056199	-0.084251415	0.19462247	0.08997833	0.384910537
Bloodvessel	-0.154209101	0.154458001	0.245691246	0.034991949	0.096882417	0.221509558	0.369881531	0.328123875	-0.22892826	-0.025552017	0.063164869	0.116655047	0.203033877	-0.119532775	-0.018883226	0.685897474	0.447079054	-0.055347736	-0.458735913	0.405186793	-0.186261454	0.312785862	-0.238183566	0.368956433	0.264198817	-0.149391292	-0.031124748	0.16379381	-0.103099515	0.329649788
Bloodvessel	0.951924233	0.435271649	0.438060146	-0.07699758	-0.060108806	-0.095727284	-0.088230857	-0.15045018	0.024521336	0.022007376	-0.051749299	-0.058900182	-0.080743421	0.358668433	0.255788392	-0.107651412	-0.077404664	0.3709181	-0.087893494	-0.118459114	0.612080177	-0.025887506	-0.111082167	-0.030502654	-0.102537839	-0.078110084	0.93136657	-0.057316816	-0.022921776	-0.082511742
Bloodvessel	0.006166211	0.544678227	-0.155514021	-0.083257602	-0.0647531	-0.092488596	-0.088985123	-0.184208154	-0.121948146	-0.033967317	-0.061430906	-0.063901105	-0.091379747	0.717538303	0.772757241	-0.118659	-0.083462083	-0.033348252	-0.084997462	-0.117481913	0.008101841	0.049981854	-0.114745047	-0.078175679	-0.109056142	-0.079893504	0.036529578	-0.034463199	-0.057306674	-0.090013559
Bloodvessel	0.796046864	0.570626205	0.502857035	0.082482281	0.10601954	0.116407844	0.039670529	-0.039733373	-0.030874247	-0.014007717	0.049245455	-0.086241687	-0.03179626	0.462099603	0.390665706	0.129771706	0.083499028	0.226126783	-0.217098673	0.138150537	0.487487401	0.006348676	-0.126034722	0.073871385	-0.022578779	-0.116280537	0.811164643	0.056589462	-0.066384383	-0.085997622
Bloodvessel	0.128884294	0.132589758	0.095637256	-0.093531288	-0.044203255	-0.010389806	0.018463937	0.005665856	0.55784696	0.737886573	-0.046937181	-0.058581887	0.004861672	0.077636142	0.165977898	-0.107944834	-0.040514875	0.261188275	-0.079621745	-0.075598282	0.455356073	0.016370645	-0.084531356	0.059289506	-0.060079236	-0.096355009	-0.041726584	0.099988429	-0.069388459	-0.045900954
